ID,Income,Debt,Credit_History_Length,Number_of_Credit_Accounts,Credit_Utilization,Payment_History,Loan_Type,Default_History,Employment_Status,Age,Residence_Status,Education_Level,Marital_Status,Number_of_Dependents,Recent_Credit_Inquiries,Existing_Savings,CIBIL_Score
984,66266,47158,4,5,0.213940421924708,56.0239052449663,Home Loan,5,Salaried,40,Mortgaged,Bachelor’s,Single,4,4,99008,300
985,31211,1869,18,8,0.387149574261829,18.337138376491,Home Loan,1,Self-employed,58,Mortgaged,Doctorate,Single,3,4,36510,551.915945095396
986,43376,38803,8,5,0.133916103109017,44.5269439369706,Auto Loan,3,Salaried,44,Owned,Bachelor’s,Divorced,5,0,89833,300
987,82675,6250,16,7,0.11400625380875,17.9507136751286,Credit Card,0,Unemployed,23,Owned,Doctorate,Divorced,3,4,62115,616.441398123356
988,28948,8200,3,3,0.367490954697809,39.7407629946517,Personal Loan,0,Salaried,48,Owned,Doctorate,Divorced,4,5,80042,406.419952694212
989,81851,48924,4,7,0.873715217825065,7.87453050775898,Auto Loan,1,Salaried,64,Rented,High School,Single,2,1,50862,300
990,26097,49491,9,4,0.209828382542933,63.478894945413,Home Loan,3,Salaried,37,Rented,Doctorate,Married,1,3,6369,300
991,149675,44845,8,7,0.815215041673233,41.1260728148311,Credit Card,5,Unemployed,59,Mortgaged,High School,Single,4,0,31974,300
992,28738,28303,13,5,0.236205951337834,93.5031223675824,Credit Card,1,Salaried,55,Rented,Doctorate,Single,1,5,16018,405.774632716674
993,65094,32673,3,6,0.809386045336738,56.6188269248161,Auto Loan,0,Self-employed,34,Rented,High School,Divorced,3,0,59920,300
994,96168,44774,2,10,0.690821586880807,28.6928348917275,Credit Card,3,Salaried,18,Rented,High School,Married,0,5,50809,300
995,136911,10068,19,6,0.415071541348781,12.5883921365973,Home Loan,0,Self-employed,30,Owned,High School,Married,0,0,34586,625.721041933421
996,120932,32976,16,7,0.603373517062735,70.9991736414337,Personal Loan,5,Salaried,43,Mortgaged,Doctorate,Single,0,4,29947,300
997,113645,19552,11,9,0.472639166612496,17.3121546853017,Credit Card,4,Salaried,62,Owned,Master’s,Married,5,1,75646,300
998,26629,9133,4,2,0.796746200286171,93.4774103731197,Personal Loan,5,Salaried,25,Owned,High School,Married,5,1,78069,300
999,57741,18745,14,1,0.86643102612089,21.7534450193419,Credit Card,0,Self-employed,26,Mortgaged,Bachelor’s,Single,0,4,70548,414.002619897582
1000,141991,25583,18,10,0.881234573290887,38.7301956507735,Home Loan,2,Self-employed,31,Mortgaged,High School,Single,2,0,37120,427.987307162965
